start;end;description
432;432;Malawi
433;433;Mali
434;434;Mauritania
435;435;Mayotte
436;436;Morocco
437;437;Mozambique
438;438;Namibia
439;439;Niger
440;440;Nigeria
441;441;Reunion
442;442;Rwanda
443;443;Sao Tome and Principe
444;444;Senegal
445;445;Mauritius
446;446;Seychelles
447;447;Sierra Leone
448;448;Somalia
449;449;South Africa
450;450;St. Helena
451;451;Sudan
452;452;Swaziland
453;453;Tanzania
454;454;Togo
455;455;Tromelin Island
456;456;Tunisia
457;457;Uganda
458;458;Western Sahara
459;459;Zaire
460;460;Zambia
461;461;Zimbabwe
462;462;Africa, not specified
463;463;Central Africa, not specified
464;464;Eastern Africa, not specified
465;465;Equatorial Africa, not specified
466;466;French Equatorial Africa, not specified
467;467;French West Africa, not specified
468;468;North Africa, not specified
469;469;Western Africa, not specified
470;499;Southern Africa, not specified
500;553;Oceania
500;500;Ashmore and Cartier Islands
501;501;Australia
502;502;Christmas Island, Indian Ocean
503;503;Clipperton Island
504;504;Cocos Islands
505;505;Cook Islands
506;506;Coral Sea Islands
507;507;Fiji
508;508;French Polynesia
509;509;Kiribati
510;510;Marshall Islands
511;511;Micronesia
512;512;Nauru
513;513;New Caledonia
514;514;New Zealand
515;515;Niue
516;516;Norfolk Island
517;517;Palau
518;518;Papua New Guinea
519;519;Pitcairn Islands
520;520;Solomon Islands
521;521;Tokelau
522;522;Tonga
523;523;Tuvalu
524;524;Vanuatu
525;525;Wallis and Futuna Islands
526;526;Western Samoa
527;527;Oceania, not specified
528;528;Polynesia, not specified
529;549;Melanesia, not specified
550;550;Antarctica
551;551;Bouvet Island
552;552;French Southern and Antarctic Lands
553;553;Heard and McDonald Islands
554;999;At Sea/Abroad, Not Specified
554;554;At sea
555;999;Abroad, not specified
